Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
58718722,09/05/2023 12:23:00 PM,09/05/2023 12:23:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10034,264 SHERMAN AVENUE,SHERMAN AVENUE,ISHAM ST,10 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,09/05/2023 12:23:00 PM,12 MANHATTAN,1022280045,MANHATTAN,1006836,254947,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8664163235416,-73.91834082252483,"(40.8664163235416, -73.91834082252483)",13092,47,4,39,22,22
58717509,09/05/2023 02:45:35 AM,09/05/2023 03:47:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11106,12-15 BROADWAY,BROADWAY,12 STREET,14 STREET,12 STREET,14 STREET,ADDRESS,ASTORIA,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/05/2023 03:47:23 AM,01 QUEENS,4005197501,QUEENS,1002332,218688,ONLINE,Unspecified,QUEENS,,,,,,,,40.76690595184712,-73.93472261775024,"(40.76690595184712, -73.93472261775024)",16863,39,3,4,72,72
58713836,09/04/2023 01:08:19 PM,09/06/2023 05:10:02 PM,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11222,51 NEWEL STREET,NEWEL STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,09/06/2023 12:00:00 AM,01 BROOKLYN,3026830011,BROOKLYN,998927,203128,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7242039684266,-73.94704887646753,"(40.7242039684266, -73.94704887646753)",18182,36,2,38,57,57
58715463,09/04/2023 05:55:34 AM,09/04/2023 06:20:48 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,8807 17 AVENUE,17 AVENUE,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,17 AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,09/04/2023 06:20:52 AM,11 BROOKLYN,3064330017,BROOKLYN,981707,159492,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60444465258862,-74.00915808120887,"(40.60444465258862, -74.00915808120887)",17616,1,2,44,37,37
58712467,09/04/2023 04:51:59 AM,09/04/2023 10:36:19 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11434,150-60 116 ROAD,116 ROAD,SUTPHIN BOULEVARD,155 STREET,SUTPHIN BOULEVARD,155 STREET,ADDRESS,JAMAICA,116 ROAD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/04/2023 10:36:22 AM,12 QUEENS,4122020031,QUEENS,1041947,187836,MOBILE,Unspecified,QUEENS,,,,,,,,40.68205515324834,-73.79197433659326,"(40.68205515324834, -73.79197433659326)",24669,41,3,46,71,71
58717437,09/05/2023 10:35:15 AM,09/05/2023 10:50:13 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10302,16 FABER STREET,FABER STREET,RICHMOND TERRACE,LARKIN STREET,RICHMOND TERRACE,LARKIN STREET,ADDRESS,STATEN ISLAND,FABER STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/05/2023 10:50:21 AM,01 STATEN ISLAND,,STATEN ISLAND,946753,172402,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.6398008990457,-74.13510918529323,"(40.6398008990457, -74.13510918529323)",10370,4,1,13,75,75
58713793,09/04/2023 06:34:25 PM,09/04/2023 07:08:55 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10039,2973 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,ADDRESS,NEW YORK,8 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 07:09:00 PM,10 MANHATTAN,1021060003,MANHATTAN,1001859,241821,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83040066866275,-73.93636951990395,"(40.83040066866275, -73.93636951990395)",13097,18,4,36,20,20
58718802,09/05/2023 08:44:49 AM,09/05/2023 10:45:01 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,HENDRIX STREET,HENDRIX STREET,ATLANTIC AVENUE,HENDRIX STREET,ATLANTIC AVENUE,HENDRIX STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2023 10:45:06 AM,05 BROOKLYN,,BROOKLYN,1014657,185798,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67659712477811,-73.89037706677782,"(40.67659712477811, -73.89037706677782)",17214,45,2,37,47,47
58712727,09/04/2023 10:35:51 PM,09/04/2023 10:59:42 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,30 EAST    9 STREET,EAST    9 STREET,UNIVERSITY PLACE,BROADWAY,UNIVERSITY PLACE,BROADWAY,ADDRESS,NEW YORK,EAST    9 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 10:59:45 PM,02 MANHATTAN,1005607501,MANHATTAN,985949,205955,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.731975406516476,-73.99386969778418,"(40.731975406516476, -73.99386969778418)",11724,57,4,50,3,3
58717241,09/04/2023 03:43:07 PM,09/13/2023 02:18:24 PM,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11101,37 STREET,37 STREET,37 STREET,STARR AVENUE,37 STREET,STARR AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,09/12/2023 03:39:04 PM,02 QUEENS,,QUEENS,1002024,206825,MOBILE,Unspecified,QUEENS,,,,,,,,40.734345646828324,-73.93586587574863,"(40.734345646828324, -73.93586587574863)",14788,53,3,33,66,66
58718974,09/05/2023 09:50:51 PM,09/06/2023 01:06:25 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1763 71 STREET,71 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,71 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/06/2023 01:06:30 AM,11 BROOKLYN,3061710058,BROOKLYN,985749,163803,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61627769992391,-73.99460070890645,"(40.61627769992391, -73.99460070890645)",16867,1,2,44,37,37
58712269,09/04/2023 05:23:00 AM,09/19/2023 06:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10302,461 PORT RICHMOND AVENUE,PORT RICHMOND AVENUE,HOMESTEAD AVE,BURDEN AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Environmental Protection (DEP) observed a violation of the NYC Air or Noise Code during the inspection. DEP issued a summons.,09/19/2023 06:00:00 PM,01 STATEN ISLAND,5010480004,STATEN ISLAND,945744,169283,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63123558908757,-74.13872700984045,"(40.63123558908757, -74.13872700984045)",10370,4,1,13,75,75
58715597,09/04/2023 08:31:48 PM,09/04/2023 09:05:13 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,87 VICTORY BOULEVARD,VICTORY BOULEVARD,CORSON AVENUE,BROOK STREET,CORSON AVENUE,BROOK STREET,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 09:05:18 PM,01 STATEN ISLAND,5000230061,STATEN ISLAND,962222,171729,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63800563885811,-74.0793691306436,"(40.63800563885811, -74.0793691306436)",10369,4,1,13,74,74
58715679,09/04/2023 01:27:40 PM,09/04/2023 01:58:39 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1398 GRAND CONCOURSE,GRAND CONCOURSE,ELLIOT PLACE,EAST  170 STREET,ELLIOT PLACE,EAST  170 STREET,ADDRESS,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 01:58:45 PM,04 BRONX,2028310048,BRONX,1008079,244798,ONLINE,Unspecified,BRONX,,,,,,,,40.83855707927812,-73.91388286014495,"(40.83855707927812, -73.91388286014495)",10934,50,5,42,27,27
58712331,09/04/2023 10:26:36 AM,09/04/2023 11:06:33 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,98-34 63 DRIVE,63 DRIVE,98 STREET,98 PLACE,98 STREET,98 PLACE,ADDRESS,REGO PARK,63 DRIVE,,Closed,,The Police Department issued a summons in response to the complaint.,09/04/2023 11:06:37 AM,06 QUEENS,4021000021,QUEENS,1023569,205690,PHONE,Unspecified,QUEENS,,,,,,,,40.731160817689386,-73.85813154122465,"(40.731160817689386, -73.85813154122465)",14785,40,3,28,70,70
58720006,09/05/2023 06:13:42 AM,09/06/2023 05:03:06 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Gutter,10312,877 HUGUENOT AVENUE,HUGUENOT AVENUE,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,09/06/2023 05:03:10 AM,03 STATEN ISLAND,5063320046,STATEN ISLAND,930813,133453,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.53281209270412,-74.1922360497773,"(40.53281209270412, -74.1922360497773)",10699,15,1,9,77,77
58714557,09/04/2023 10:05:11 PM,09/04/2023 10:22:19 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,1274 NEW YORK AVENUE,NEW YORK AVENUE,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,NEW YORK AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 10:22:22 PM,17 BROOKLYN,,BROOKLYN,999312,173173,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64198369397058,-73.94572684633363,"(40.64198369397058, -73.94572684633363)",16866,61,2,26,40,40
58717442,09/05/2023 11:31:04 AM,09/05/2023 11:57:34 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,120 NASSAU STREET,NASSAU STREET,JAY STREET,BRIDGE PLAZA COURT,JAY STREET,BRIDGE PLAZA COURT,ADDRESS,BROOKLYN,NASSAU STREET,,Closed,,The Police Department made an arrest in response to the complaint.,09/05/2023 11:57:38 AM,02 BROOKLYN,3001077501,BROOKLYN,987949,193754,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69848596973355,-73.98666003690991,"(40.69848596973355, -73.98666003690991)",16865,68,2,38,54,54
58719277,09/05/2023 03:37:25 PM,09/23/2023 04:19:44 PM,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11208,1426 LORING AVENUE,LORING AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/23/2023 12:00:00 AM,05 BROOKLYN,3045170001,BROOKLYN,1023411,182780,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66827900466744,-73.85883483894747,"(40.66827900466744, -73.85883483894747)",17215,45,2,25,47,47
58717217,09/04/2023 06:00:23 PM,09/04/2023 07:07:42 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11212,178 LEGION STREET,LEGION STREET,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,LEGION STREET,,Closed,,The Police Department issued a summons in response to the complaint.,09/04/2023 07:07:48 PM,16 BROOKLYN,3035520031,BROOKLYN,1007228,181302,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66427901656614,-73.91717531122441,"(40.66427901656614, -73.91717531122441)",17614,55,2,17,46,46
58713670,09/04/2023 07:16:39 PM,09/04/2023 07:20:08 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10038,215 PEARL STREET,PEARL STREET,FLETCHER STREET,PLATT STREET,FLETCHER STREET,PLATT STREET,ADDRESS,NEW YORK,PEARL STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2023 07:20:13 PM,01 MANHATTAN,1000690001,MANHATTAN,982519,196887,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.707085923309,-74.00624343203414,"(40.707085923309, -74.00624343203414)",13096,56,4,32,1,1
58717085,09/04/2023 06:52:05 PM,09/05/2023 04:11:08 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11414,92-52 165 AVENUE,165 AVENUE,92 STREET,CROSS BAY BOULEVARD,92 STREET,CROSS BAY BOULEVARD,ADDRESS,HOWARD BEACH,165 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2023 04:11:13 AM,10 QUEENS,,QUEENS,1029231,175776,ONLINE,Unspecified,QUEENS,,,,,,,,40.64902694087815,-73.83790202658896,"(40.64902694087815, -73.83790202658896)",15314,62,3,41,64,64
58714479,09/04/2023 02:11:21 PM,09/04/2023 05:07:56 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11414,157-28 89 STREET,89 STREET,157 AVENUE,158 AVENUE,157 AVENUE,158 AVENUE,ADDRESS,HOWARD BEACH,89 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2023 05:08:01 PM,10 QUEENS,4139680078,QUEENS,1027441,180280,PHONE,Unspecified,QUEENS,,,,,,,,40.66139832700136,-73.84432378797358,"(40.66139832700136, -73.84432378797358)",15314,62,3,41,64,64
58719892,09/05/2023 11:30:35 PM,09/08/2023 10:42:18 AM,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11201,74 HOYT STREET,HOYT STREET,STATE STREET,ATLANTIC AVENUE,STATE STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,HOYT STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,09/07/2023 12:51:34 PM,02 BROOKLYN,3001760026,BROOKLYN,987944,190028,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.688258963986556,-73.98668011201889,"(40.688258963986556, -73.98668011201889)",16865,68,2,38,54,54
58715214,09/04/2023 08:32:53 PM,09/05/2023 10:10:53 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Gutter,11414,159-35 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,159 AVENUE,160 AVENUE,159 AVENUE,160 AVENUE,ADDRESS,HOWARD BEACH,CROSS BAY BOULEVARD,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,09/05/2023 10:10:56 AM,10 QUEENS,4141730082,QUEENS,1028727,179233,ONLINE,Unspecified,QUEENS,,,,,,,,40.65851818094587,-73.83969548836606,"(40.65851818094587, -73.83969548836606)",15314,62,3,41,64,64
58712080,09/04/2023 06:37:45 AM,09/06/2023 02:03:02 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11220,340 BAY RIDGE AVENUE,BAY RIDGE AVENUE,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE AVENUE,,Closed,,This request required re-assignment to a new DOT unit.,09/06/2023 02:03:09 PM,10 BROOKLYN,3058720025,BROOKLYN,977326,170714,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63524436532416,-74.02494684281308,"(40.63524436532416, -74.02494684281308)",18180,10,2,44,41,41
58712556,09/04/2023 11:25:14 AM,09/04/2023 12:21:15 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2023 12:21:19 PM,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.699800319891985,-73.98361593748928,"(40.699800319891985, -73.98361593748928)",16865,68,2,48,54,54
58714260,09/04/2023 11:05:00 AM,09/05/2023 12:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11374,63-37 BOOTH STREET,BOOTH STREET,63 AVE,63 DR,,,ADDRESS,REGO PARK,,N/A,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/05/2023 12:00:00 PM,06 QUEENS,4030810143,QUEENS,1021841,204927,PHONE,Unspecified,QUEENS,,,,,,,,40.72907408451952,-73.86437065960702,"(40.72907408451952, -73.86437065960702)",14785,40,3,28,70,70
58712159,09/04/2023 12:45:30 PM,09/05/2023 05:54:33 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10011,100 WEST   24 STREET,WEST   24 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   24 STREET,,Closed,,The Department of Sanitation cleaned the location.,09/05/2023 05:54:40 AM,04 MANHATTAN,1007990042,MANHATTAN,986259,210241,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74373935026449,-73.99274988122971,"(40.74373935026449, -73.99274988122971)",12074,12,4,10,7,7
58712759,09/04/2023 02:49:42 AM,09/04/2023 03:06:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2760 JEROME AVENUE,JEROME AVENUE,EAST  196 STREET,MORRIS AVENUE,EAST  196 STREET,MORRIS AVENUE,ADDRESS,BRONX,JEROME AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,09/04/2023 03:07:10 AM,07 BRONX,2033180011,BRONX,1013142,256062,MOBILE,Unspecified,BRONX,,,,,,,,40.86945826959557,-73.89553683249115,"(40.86945826959557, -73.89553683249115)",11606,24,5,29,34,34
58714166,09/04/2023 02:07:10 PM,09/07/2023 09:10:01 PM,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11238,198 UNDERHILL AVENUE,UNDERHILL AVENUE,STERLING PLACE,ST JOHNS PLACE,STERLING PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,UNDERHILL AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,09/07/2023 09:10:05 PM,08 BROOKLYN,3011710061,BROOKLYN,993446,185088,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.674695781330406,-73.96684764970726,"(40.674695781330406, -73.96684764970726)",13829,16,2,48,49,49
58717243,09/04/2023 03:08:04 PM,09/06/2023 02:24:05 PM,DSNY,Department of Sanitation,Missed Collection,Trash and Bulky Trash,Street,11361,206-27 47 AVENUE,47 AVENUE,207 STREET,208 STREET,207 STREET,208 STREET,ADDRESS,BAYSIDE,47 AVENUE,,Closed,,The Department of Sanitation collected the requested items.,09/05/2023 07:30:11 AM,11 QUEENS,4073200067,QUEENS,1046769,214488,PHONE,Unspecified,QUEENS,,,,,,,,40.755175495099785,-73.77434121704549,"(40.755175495099785, -73.77434121704549)",14196,26,3,20,69,69
58712578,09/05/2023 01:29:48 AM,09/05/2023 01:47:04 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11432,172-20 90 AVENUE,90 AVENUE,172 STREET,175 STREET,172 STREET,175 STREET,ADDRESS,JAMAICA,90 AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09/05/2023 01:47:10 AM,12 QUEENS,4098100047,QUEENS,1042925,197768,MOBILE,Unspecified,QUEENS,,,,,,,,40.709309678769706,-73.78836166853506,"(40.709309678769706, -73.78836166853506)",24340,41,3,6,61,61
58719299,09/05/2023 07:44:55 PM,09/06/2023 07:19:40 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11224,2961 WEST   30 STREET,WEST   30 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",09/06/2023 12:00:00 AM,13 BROOKLYN,3070510033,BROOKLYN,985329,148281,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.57367299637156,-73.99611599792371,"(40.57367299637156, -73.99611599792371)",18184,21,2,45,35,35
58711664,09/05/2023 12:06:21 AM,09/05/2023 01:15:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,734 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,CROWN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2023 01:15:50 AM,09 BROOKLYN,3014190020,BROOKLYN,1002782,181676,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66531598545105,-73.93319997761678,"(40.66531598545105, -73.93319997761678)",17615,17,2,48,44,44
58718739,09/05/2023 04:17:00 PM,09/05/2023 07:40:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11221,1301 JEFFERSON AVENUE,JEFFERSON AVENUE,WILSON AVE,KNICKERBOCKER AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,09/05/2023 07:40:00 PM,04 BROOKLYN,3033840001,BROOKLYN,1008765,191771,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.693009914792256,-73.91159708294016,"(40.693009914792256, -73.91159708294016)",18181,42,2,37,53,53
58719371,09/05/2023 03:12:12 PM,09/08/2023 10:17:05 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10023,10 WEST   65 STREET,WEST   65 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,09/08/2023 12:00:00 AM,07 MANHATTAN,1011170039,MANHATTAN,989845,220547,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77202514485779,-73.97980007751978,"(40.77202514485779, -73.97980007751978)",12420,20,4,19,12,12
58720988,09/05/2023 11:38:56 AM,09/11/2023 12:09:07 PM,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11434,170-36 118 ROAD,118 ROAD,RING PLACE,MERRICK BOULEVARD,RING PLACE,MERRICK BOULEVARD,ADDRESS,JAMAICA,118 ROAD,,Closed,,The Department of Transportation has determined that this issue is not within its jurisdiction.,09/11/2023 12:09:11 PM,12 QUEENS,4123720218,QUEENS,1046672,189045,MOBILE,Unspecified,QUEENS,,,,,,,,40.685341511660376,-73.77492729239617,"(40.685341511660376, -73.77492729239617)",24669,41,3,6,71,71
58712961,09/04/2023 02:15:22 PM,09/04/2023 04:51:14 PM,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11367,142-47 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,142 STREET,146 STREET,142 STREET,146 STREET,ADDRESS,FLUSHING,HORACE HARDING EXPRESSWAY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2023 04:51:18 PM,07 QUEENS,4064100003,QUEENS,1033067,209681,ONLINE,Unspecified,QUEENS,,,,,,,,40.742067783526025,-73.82383255031114,"(40.742067783526025, -73.82383255031114)",14190,22,3,3,67,67
58713074,09/04/2023 04:05:18 PM,09/07/2023 03:07:00 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,10018,330 WEST   38 STREET,WEST   38 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   38 STREET,,Closed,,This request required re-assignment to a new DOT unit.,09/07/2023 03:07:11 PM,04 MANHATTAN,1007610053,MANHATTAN,986281,214394,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75513828321214,-73.99266923294084,"(40.75513828321214, -73.99266923294084)",12080,12,4,10,8,8
58714331,09/04/2023 07:44:37 AM,09/04/2023 09:16:06 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11226,25 PARADE PLACE,PARADE PLACE,WOODRUFF AVENUE,CROOKE AVENUE,WOODRUFF AVENUE,CROOKE AVENUE,ADDRESS,BROOKLYN,PARADE PLACE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/04/2023 09:16:10 AM,14 BROOKLYN,3050580007,BROOKLYN,993777,176961,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.652388617370235,-73.96566585079294,"(40.652388617370235, -73.96566585079294)",13510,60,2,11,43,43
58720534,09/05/2023 10:50:48 PM,09/05/2023 11:01:02 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1042 FLATBUSH AVENUE,FLATBUSH AVENUE,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2023 11:01:07 PM,14 BROOKLYN,3051250064,BROOKLYN,995885,174533,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64572176581079,-73.95807306439274,"(40.64572176581079, -73.95807306439274)",13510,60,2,11,43,43
58717730,09/06/2023 12:57:27 AM,09/06/2023 01:08:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11370,25 AVENUE,25 AVENUE,25 AVENUE,83 STREET,25 AVENUE,83 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/06/2023 01:08:30 AM,03 QUEENS,,QUEENS,1015885,217334,ONLINE,Unspecified,QUEENS,,,,,,,,40.763151464910926,-73.885801682682,"(40.763151464910926, -73.885801682682)",14781,65,3,4,73,73
